OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,ComplaintsCount,RecallsCount,InvestigationCount,VehiclePicture
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,CHEVROLET,EQUINOX,2025 Chevrolet Equinox SUV AWD,20413,60.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,CHEVROLET,EQUINOX,2025 Chevrolet Equinox SUV FWD,20412,60.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v09970P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v09970C018.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v09972P104.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v09972C014.wmv,5,5,5,4,Not Rated,0.116,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v09971P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v09971C014.wmv,Standard,Standard,Standard,2025,CHRYSLER,PACIFICA,2025 Chrysler Pacifica PV FWD,20150,7.0,3.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v09970P081.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v09970C018.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v09972P104.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v09972C014.wmv,5,5,5,4,Not Rated,0.121,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v09971P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v09971C014.wmv,Standard,Standard,Standard,2025,CHRYSLER,PACIFICA AWD,2025 Chrysler Pacifica AWD PV AWD,20151,7.0,3.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11096P122.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11071P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11071C013.wmv,5,5,5,4,Not Rated,0.109,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11067P110.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11067C013.wmv,Standard,Standard,Standard,2025,CHRYSLER,PACIFICA HYBRID,2025 Chrysler Pacifica Hybrid PV FWD,20152,0.0,1.0,0.0,
5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.116,0.0,No Tip,5,,,Standard,Standard,Optional,2025,CHRYSLER,VOYAGER,2025 Chrysler Voyager PV FWD,20153,0.0,2.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11378P088.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11378C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10567P104.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10567C012.wmv,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10568P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10568C012.wmv,Standard,Optional,Optional,2025,DODGE,DURANGO,2025 Dodge Durango SUV AWD,20155,2.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,DODGE,CHARGER,2025 Dodge Charger 2 DR AWD,20813,2.0,2.0,0.0,
4,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11378P088.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11378C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10567P104.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10567C012.wmv,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10568P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10568C012.wmv,Standard,Optional,Optional,2025,DODGE,DURANGO,2025 Dodge Durango SUV RWD,20154,2.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Optional,Optional,2025,DODGE,DURANGO PURSUIT,2025 Dodge Durango Pursuit SUV AWD,20157,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Optional,Optional,2025,DODGE,DURANGO SRT,2025 Dodge Durango SRT SUV AWD,20156,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,DODGE,HORNET R/T EAWD,2025 Dodge Hornet R/T eAWD SUV AWD,20159,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,DODGE,HORNET,2025 Dodge Hornet SUV AWD,20158,0.0,2.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,FIAT,500E,2025 Fiat 500E 3 HB FWD,20186,0.0,0.0,0.0,
Not Rated,4,4,5,https://static.nhtsa.gov/crashTest/images/2025/v14065P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14065C019.wmv,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.256,0.0,No Tip,Not Rated,,,Standard,Standard & Optional,Optional,2025,FORD,BRONCO 4DR,2025 Ford Bronco 4dr SUV 4WD,20297,8.0,9.0,0.0,
Not Rated,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v15047P001.jpg,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.256,0.0,No Tip,Not Rated,,,Standard,Standard & Optional,Optional,2025,FORD,BRONCO 2DR,2025 Ford Bronco 2dr SUV 4WD,20296,8.0,9.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11597P086.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11597C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11397P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11397C012.wmv,5,5,5,4,1,0.174,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11395P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11395C012.wmv,Standard,Standard,Standard,2025,FORD,BRONCO SPORT EARLY RELEASE,2025 Ford Bronco Sport Early Release SUV 4WD,20298,7.0,3.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,FORD,BRONCO SPORT LATER RELEASE,2025 Ford Bronco Sport Later Release SUV 4WD,20299,7.0,3.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10971P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10971C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10965P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10965C013.wmv,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10967P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10967C013.wmv,Standard,Standard & Optional,Standard,2025,FORD,ESCAPE GAS,2025 Ford Escape Gas SUV AWD,20301,4.0,5.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10971P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10971C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10965P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10965C013.wmv,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10967P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10967C013.wmv,Standard,Standard,Standard,2025,FORD,ESCAPE HEV,2025 Ford Escape HEV SUV AWD,20303,0.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10971P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10971C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10965P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10965C013.wmv,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10967P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10967C013.wmv,Standard,Standard & Optional,Standard,2025,FORD,ESCAPE GAS,2025 Ford Escape Gas SUV FWD,20300,4.0,5.0,0.0,
5,4,4,5,https://static.nhtsa.gov/crashTest/images/2025/v14075P122.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14075C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14066P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14066C014.wmv,5,5,5,4,Not Rated,0.143,0.0, ,5,https://static.nhtsa.gov/crashTest/images/2025/v14074P112.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14074C014.wmv,Standard,Standard,Standard,2025,FORD,ESCAPE PHEV,2025 Ford Escape PHEV SUV FWD,20304,0.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10971P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10971C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v10965P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10965C013.wmv,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v10967P073.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v10967C013.wmv,Standard,Standard,Standard,2025,FORD,ESCAPE HEV,2025 Ford Escape HEV SUV FWD,20302,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,FORD,EXPEDITION,2025 Ford Expedition SUV 4WD,20306,5.0,3.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,FORD,EXPEDITION,2025 Ford Expedition SUV RWD,20305,5.0,3.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,FORD,EXPEDITION MAX,2025 Ford Expedition Max SUV 4WD,20308,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,FORD,EXPEDITION MAX,2025 Ford Expedition Max SUV RWD,20307,0.0,0.0,0.0,
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15335P001.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v11052P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11052C013.wmv,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11051P108.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11051C013.wmv,Standard,Standard,Standard,2025,FORD,EXPLORER,2025 Ford Explorer SUV 4WD,20049,37.0,11.0,0.0,https://static.nhtsa.gov/images/vehicles/54477_cc0640_032_M7.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,FORD,EXPLORER,2025 Ford Explorer SUV RWD,20048,37.0,11.0,0.0,https://static.nhtsa.gov/images/vehicles/54477_cc0640_032_M7.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard & Optional,Standard,2025,GENESIS,ELECTRIFIED GV70,2025 Genesis Electrified GV70 SUV AWD,20557,0.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/52753_st0640_046.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,GENESIS,ELECTRIFIED G80,2025 Genesis Electrified G80 4 DR AWD,20551,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,GENESIS,G70,2025 Genesis G70 4 DR AWD,20548,1.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/55042_cc0640_032_SSS.png
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,GENESIS,G70,2025 Genesis G70 4 DR RWD,20547,1.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/BTL_55218_cc0640_032_SSS.png
5,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v11618P086.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11618C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14467P103.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14467C013.wmv,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14468P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14468C014.wmv,Standard,Standard & Optional,Standard,2025,GENESIS,G80,2025 Genesis G80 4 DR AWD,20550,1.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,GENESIS,G90,2025 Genesis G90 4 DR AWD,20553,1.0,1.0,0.0,
5,5,4,5,https://static.nhtsa.gov/crashTest/images/2025/v11618P086.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11618C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14467P103.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14467C013.wmv,5,5,5,5,Not Rated,0.101,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14468P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14468C014.wmv,Standard,Standard & Optional,Standard,2025,GENESIS,G80,2025 Genesis G80 4 DR RWD,20549,1.0,0.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14995P002.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14996P002.jpg,,5,5,5,5,Not Rated,0.082,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14997P002.JPG,,Standard,Standard & Optional,Standard,2025,GENESIS,GV60,2025 Genesis GV60 SUV AWD,20555,2.0,3.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,GENESIS,G90,2025 Genesis G90 4 DR RWD,20552,1.0,1.0,0.0,
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v14995P002.jpg,,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14996P002.jpg,,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14997P002.JPG,,Standard,Standard & Optional,Standard,2025,GENESIS,GV60,2025 Genesis GV60 SUV RWD,20554,2.0,3.0,0.0,
5,4,4,5,https://static.nhtsa.gov/crashTest/images/2025/v14433P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14433C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15004P105.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15004C012.wmv,5,5,5,4,Not Rated,0.13,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15008P075.jpg,,Standard,Standard & Optional,Standard,2025,GENESIS,GV70,2025 Genesis GV70 SUV AWD,20556,11.0,2.0,0.0,https://static.nhtsa.gov/images/vehicles/54652_cc0640_032_PH3.png
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11391P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11391C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15332P001.jpg,,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11387P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11387C013.wmv,Standard,Standard,Standard,2025,GENESIS,GV80,2025 Genesis GV80 SUV AWD,20559,8.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/BTL_55115_cc0640_032_SSS.png
5,4,4,4,https://static.nhtsa.gov/crashTest/images/2025/v11391P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11391C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15332P001.jpg,,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v11387P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v11387C013.wmv,Standard,Standard,Standard,2025,GENESIS,GV80,2025 Genesis GV80 SUV RWD,20558,8.0,1.0,0.0,
5,4,4,4,,,5,5,5,,,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,,,Standard,Standard,Standard,2025,GENESIS,GV80 COUPE,2025 Genesis GV80 Coupe SUV AWD,20561,8.0,1.0,0.0,https://static.nhtsa.gov/images/vehicles/54866_cc0640_032_NCM.png
5,4,4,4,,,5,5,5,,,5,5,5,4,Not Rated,0.169,0.0,No tip,5,,,Standard,Standard,Standard,2025,GENESIS,GV80 COUPE,2025 Genesis GV80 Coupe SUV RWD,20560,8.0,1.0,0.0,
5,5,5,4,,,5,5,5,,,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,,,Standard,Standard & Optional,Standard & Optional,2025,GMC,ACADIA,2025 GMC Acadia SUV AWD,20422,26.0,0.0,0.0,
5,5,5,4,,,5,5,5,,,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,,,Standard,Standard & Optional,Standard & Optional,2025,GMC,ACADIA,2025 GMC Acadia SUV FWD,20421,26.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/54849_st0640_046.png
4,4,4,4,,,5,3,5,,,4,5,5,3,Not Rated,0.0,0.0,No Tip,5,,,Standard,Standard & Optional,Standard & Optional,2025,GMC,CANYON,2025 GMC Canyon PU/CC 4WD,20504,2.0,0.0,0.0,
4,4,4,4,,,5,3,5,,,4,5,5,3,Not Rated,0.0,0.0,No Tip,5,,,Standard,Standard & Optional,Standard & Optional,2025,GMC,CANYON,2025 GMC Canyon PU/CC RWD,20503,2.0,0.0,0.0,
Not Rated,4,4,4,,,5,3,5,,,4,5,5,Not Rated,Not Rated,0.0,0.0, ,5,,,Standard,Standard,Standard,2025,GMC,CANYON AT4X AEV,2025 GMC Canyon AT4X AEV PU/CC 4WD,20505,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,GMC,HUMMER EV,2025 GMC HUMMER EV SUV AWD,20534,7.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Standard,Standard,2025,GMC,HUMMER EV,2025 GMC HUMMER EV PU/CC AWD,20535,7.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Optional,Optional,2025,GMC,SAVANA CARGO 2500,2025 GMC Savana Cargo 2500 CV RWD,20446,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,,,Standard,Optional,Optional,2025,GMC,SAVANA CARGO 3500,2025 GMC Savana Cargo 3500 CV RWD,20450,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,,,Standard,Optional,Optional,2025,GMC,SAVANA PASSENGER 2500 - 12 Passenger,2025 GMC Savana Passenger 2500 - 12 Passenger PV RWD,20448,0.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,,,Standard,Optional,Optional,2025,GMC,SAVANA PASSENGER 3500 - 15 Passenger,2025 GMC Savana Passenger 3500 - 15 Passenger PV RWD,20452,4.0,0.0,0.0,
Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,,,Standard,Optional,Optional,2025,GMC,SAVANA PASSENGER 3500 - 12 PASSENGER,2025 GMC Savana Passenger 3500 - 12 Passenger PV RWD,20546,4.0,0.0,0.0,
5,4,5,4,,,5,5,5,,,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,,,Standard,Standard & Optional,Standard & Optional,2025,GMC,SIERRA 1500,2025 GMC Sierra 1500 PU/CC 4WD,20529,27.0,0.0,0.0,
5,4,5,4,,,5,5,5,,,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,,,Standard,Standard & Optional,Standard & Optional,2025,GMC,SIERRA 1500,2025 GMC Sierra 1500 PU/CC RWD,20528,27.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/52699_st0640_046.png
5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,,,Standard,Standard,Standard,2025,GMC,SIERRA 1500,2025 GMC Sierra 1500 PU/EC 4WD,20525,27.0,0.0,0.0,
5,5,5,5,,,5,5,Not Rated,,,5,Not Rated,5,4,Not Rated,0.191,0.0,No Tip,5,,,Standard,Standard,Standard,2025,GMC,SIERRA 1500,2025 GMC Sierra 1500 PU/RC 4WD,20521,27.0,0.0,0.0,
5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,,,Standard,Standard,Standard,2025,GMC,SIERRA 1500,2025 GMC Sierra 1500 PU/EC RWD,20524,27.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/52699_st0640_046.png
5,5,5,5,,,5,5,Not Rated,,,5,Not Rated,5,4,Not Rated,0.191,0.0,No Tip,5,,,Standard,Standard,Standard,2025,GMC,SIERRA 1500,2025 GMC Sierra 1500 PU/RC RWD,20520,27.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/52699_st0640_046.png
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15005P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15005C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15006P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15006C014.wmv,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15007P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15007C013.wmv,Standard,Standard,Standard,2025,HONDA,ACCORD HYBRID,2025 Honda ACCORD HYBRID 4 DR FWD,20119,9.0,0.0,0.0,https://static.nhtsa.gov/images/vehicles/52734_st0640_046.png
5,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15005P084.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15005C020.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v15006P143.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15006C014.wmv,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v15007P074.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v15007C013.wmv,Standard,Standard,Standard,2025,HONDA,ACCORD SEDAN,2025 Honda ACCORD SEDAN 4 DR FWD,20120,10.0,0.0,0.0,
5,4,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,,,Standard,Standard,Standard,2025,HONDA,Civic Hatchback,2025 Honda Civic Hatchback 5 HB FWD,20116,0.0,1.0,0.0,
5,4,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,,,Standard,Standard,Standard,2025,HONDA,CIVIC HATCHBACK HYBRID,2025 Honda CIVIC HATCHBACK HYBRID 5 HB FWD,20100,5.0,1.0,0.0,
5,4,5,4,https://static.nhtsa.gov/crashTest/images/2025/v14048P082.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14048C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2025/v14049P103.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14049C013.wmv,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2025/v14050P072.jpg,https://static.nhtsa.gov/crashTest/videos/2025/v14050C013.wmv,Standard,Standard,Standard,2025,HONDA,CIVIC SEDAN,2025 Honda CIVIC SEDAN 4 DR FWD,20061,21.0,2.0,0.0,
