state,city,zip,organization,contactFirstName,contactLastName,addressLine1,email,fax,phone1,cPSWeekEventFlag,lastUpdatedDate,mobileStationFlag,countiesServed,locationLatitude,locationLongitude
NH,Farmington,03835,Farmington Fire Rescue,,,160 Main Street,,,603-755-2131,No,2024-09-11 12:35:49+00:00,No,,43.379,-71.048
NH,Sunapee,03782,Sunapee Fire Department,,,9 Sargent rd,,,603-763-5770,No,2023-08-22 12:49:11+00:00,No,,43.391,-72.089
NH,Elkins,03233,Marshall's Garage,,,330 Elkins Rd,,,603-526-6231,No,2017-05-03 10:55:20+00:00,No,,43.418,-71.941
NH,Laconia,03246,Laconia Head Start,,,121 Belmont Road,,,603-528-5534,No,2024-09-11 12:25:00+00:00,No,,43.515,-71.461
NH,Laconia,03246,Belknap county sheriff,,,42 County Dr,,,603-729-1266,No,2023-06-29 14:48:16+00:00,No,,43.543,-71.484
NH,Gilford,03249,Gilford Fire Department,,,39 Cherry Valley Rd,,,603-527-4758,No,2017-05-03 10:38:14+00:00,No,,43.55,-71.406
NH,Wolfeboro,03894,Wolfeboro Fire Department,,,251 S Main St,,,603-569-1400,No,2023-06-29 14:49:21+00:00,No,,43.58,-71.201
NH,Bristol,03222,Bristol Fire Department,,,85 Lake St,,,603-744-2632,No,2017-05-03 10:26:53+00:00,No,,43.592,-71.742
NH,Lebanon,03766,Dartmouth-Hitchcock Medical Center Women's Health Resource Center,,,9 Hanover St,,,603-650-2600,No,2017-05-03 10:32:19+00:00,No,,43.643,-72.253
NH,Plymouth,03264,Plymouth Fire Department,,,42 Highland St,,,603-536-1253,No,2017-05-03 11:31:36+00:00,No,,43.758,-71.693
NH,Plymouth,03264,Plymouth Police Department,,,334 Main St,,,603-536-1804,No,2017-05-03 11:32:17+00:00,No,,43.776,-71.684
NH,Littleton,03561,Littleton Fire Rescue,,,230 West Main Street,,,603-444-2137,No,2024-09-11 12:29:47+00:00,No,,44.312,-71.789
NH,Littleton,03561,Littleton Regional Healthcare,,,600 St Johnsbury Rd,,,603-444-9567,No,2017-05-03 10:51:45+00:00,No,,44.316,-71.827
NH,Gorham,03581,Family Resource Center,,,123 Main St,,,603-466-5190,No,2023-06-29 14:25:20+00:00,No,,44.389,-71.178
NH,Gorham,03581,Gorham Fire Department,,,347 Main St,,,603-466-2549,No,2023-06-29 14:54:16+00:00,No,,44.397,-71.195
NH,Berlin,03570,Berlin Fire Department,,,263 Main St,,,603-752-3136,No,2023-06-29 14:55:14+00:00,No,,44.472,-71.179
NH,Lancaster,03584,Family Resource Center of Gorham-Lancaster,,,25 Main St,,,603-466-5190,No,2023-06-29 14:56:14+00:00,No,,44.488,-71.57
NJ,Manchester,08759,Ocean County/Manchester Township Partnership,Doug,Higgins,Ridgeway Fire Department,,,"732-657-2009, X4400",No,2011-10-27 15:30:18+00:00,No,Ocean,,
NJ,Toms River,08753,Ocean County/Toms River Police Dept.,Steve,Schwartz,15 Kettle Creek Rd,,,Phone: 732-349-0150,No,2019-03-12 15:08:24+00:00,No,Ocean,,
NJ,Egg Harbor Township,08234,Bennett Chevrolet,,,6721 Black Horse Pike,,,609-641-0444,No,2015-03-25 14:22:38+00:00,No,,39.404,-74.564
NJ,Absecon,08201,"Community Training Associates, Absecon Volunteer EMS",Larry,Rosenberg,467 White Horse Pike,,,609-277-3015,No,2016-01-07 18:01:38+00:00,No,,39.43,-74.509
NJ,Little Egg Harbor Township,08087,Community Training Associates,Larry,Rosenberg,101 Cayuga Lake Dr,,,609-277-3015,No,2016-01-07 18:03:02+00:00,No,,39.575,-74.374
NJ,Hammonton,08037,Action Auto,,,14 12th St,,,609-561-9633,No,2015-03-25 14:25:04+00:00,No,,39.634,-74.805
NJ,Sewell,08080,Mantua Fire District One,Maureen,Donnelly,155 E Union Ave,,,856-968-8687,No,2016-03-16 18:37:10+00:00,No,,39.766,-75.142
NJ,Woodbury,08096,Gloucester County Sheriff's Department,Maureen,Donnelly,1750 Deptford Center Rd,,,856-968-8687,No,2016-03-16 18:33:14+00:00,No,,39.829,-75.095
NJ,Evesham Township,08053,Weisman Children's Hospital,,,92 Brick Rd,,,"856-489-4520, X251",No,2015-03-25 14:35:14+00:00,No,,39.88,-74.918
NJ,Cherry Hill,08003,Cherry Hill Fire Department,,,985 Cropwell Rd,,,856-968-8687,No,2015-03-25 14:29:45+00:00,No,,39.885,-74.945
NJ,Pennsauken Township,08109,Weisman Children's Hospital,,,2475 McClellan Ave,,,"856-489-4520, X251",No,2016-03-16 18:31:44+00:00,No,,39.931,-75.068
NJ,Camden,08103,Cooper Hospital,,,1 Cooper Plaza,,,856-968-8687,No,2015-03-25 14:32:34+00:00,No,,39.941,-75.116
NJ,Mount Holly,08060,Burlington County Sheriff,Melissa,Weincyzk,49 Rancocas Rd,,,609-265-5221,No,2015-03-25 14:27:22+00:00,No,,39.995,-74.79
NJ,Hamilton,08619,Mercer County Sheriff's Office,,,Colonial Fire Company,,,609-278-7159,No,2011-10-27 15:19:31+00:00,No,Mercer,40.1,-74.4
NJ,Neptune,07753,New Jersey State Police,,,Jersey Shore University Medical Center,,,609-882-2000,No,2011-10-27 15:13:46+00:00,No,,40.207,-74.043
NJ,Flemington,08822,Hunterdon County Child Safety Program,Kelsey,Marsh,314 RT-12,,,908-788-1129,No,2013-01-22 21:35:49+00:00,No,Hunterdon,40.502,-74.9
NJ,Hillsborough,08844,Hillsborough Volunteer Fire Company #2,,,375 US HIGHWAY 206,,,"908-725-1900, X688",No,2015-09-14 14:36:06+00:00,No,,40.509,-74.636
NJ,Piscataway,08854,Rutgers University Child Safety Seat Inspection and Education Station,Jen,Hammill,129 Davidson Rd,carseat@publicsafety.rutgers.edu,,732-932-1368,No,2015-09-14 14:36:29+00:00,No,,40.525,-74.458
NJ,Garwood,07027,Garwood First Aid Squad,Christine,Marcantonio,401 2nd Ave,cmarcantonio@ucnj.org,,908-789-6830,No,2015-03-25 14:08:02+00:00,No,,40.654,-74.327
NJ,Jersey City,07302,Jersey City Medical Center EMS Building,Marissa,Fisher,415 Montgomery St,mfisher@libertyhcs.org,,201-915-2906,No,2015-03-25 14:44:06+00:00,No,,40.721,-74.054
NJ,Chester,07930,Chester First Aid Squad,,,100 North Rd,,,,No,2021-09-29 19:43:12+00:00,No,,40.792,-74.672
NJ,Chester,07930,Northern New Jersey Safe Kids,Jackie,Leach,Chester First Aid,,,908-879-5560,No,2010-04-19 19:19:00+00:00,No,,40.794,-74.668
NJ,Morristown,07960,Shade Tree Garage,,,171 Washington St,,,,No,2022-01-03 14:19:14+00:00,No,,40.801,-74.492
NJ,Livingston,07039,Atlantic Ambulance Building,,,120 Dorsa Ave,,,,No,2021-09-29 19:47:02+00:00,No,,40.811,-74.343
NJ,Morris Plains,07950,Mt Tabor Volunteer Fire Department,,,72 S Powder Mill Rd,,,,No,2022-01-03 14:17:53+00:00,No,,40.858,-74.491
NJ,Fairfield,07004,Fairfield Fire Department,,,51 Plymouth St,,,,No,2022-01-03 14:20:20+00:00,No,,40.872,-74.314
NJ,Denville,07834,Denville Fire Department/St Clare's Hospital,,,2 Indian Rd,,,,No,2021-09-29 19:45:38+00:00,No,,40.89,-74.479
NJ,Totowa,07512,New Jersey State Police,James,Sisto,250 Minnisink Road,lpp5097@gw.njsp.org,,"973-785-9412, X4215",No,2009-05-07 17:46:00+00:00,No,,40.9,-74.229
NJ,Hackensack,07601,Shops at Riverside,,,390 Hackensack Ave,schoolandtrafficsafetyunit@gw.njsp.org,,"973-785-9412, X4216",No,2016-03-16 18:42:14+00:00,No,,40.909,-74.033
NJ,Paramus,07652,Bergen County Sheriff Dept,,,327 E Ridgewood Ave,,,201-336-7700,No,2016-02-09 13:11:14+00:00,No,,40.957,-74.058
NJ,Pompton Lakes,07442,Pompton Lakes First Aid Squad,,,700 Ramapo Ave,,,,No,2021-09-29 19:48:21+00:00,No,,40.994,-74.286
NJ,Sparta,07871,Sussex County,,,5 W Shore Trail,,,,No,2021-09-29 19:49:19+00:00,No,,41.032,-74.641
NM,Las Cruces,88005,Sisbarro Buick GMC,Contact Safer New Mexico Now,,425 W Boutz Rd,,,800-231-6145,No,2021-02-04 19:07:00+00:00,No,"Dona Ana, Sierra, Luna, Hildago, Grant",32.288,-106.781
NM,Carlsbad,88220,Carlsbad Police Department,,,602 W Mermod St,,,(800) 231-6145,No,2024-09-04 19:36:29+00:00,No,,32.421,-104.233
NM,Albuquerque,87105,BCFR Station #38,,,3610 Prince Street SE,,,(800) 231-6145,No,2021-02-04 18:56:32+00:00,No,,35.024,-106.654
NM,Albuquerque,87106,AFD Station #3,,,141 Girard Blvd NE,,,(800) 231-6145,No,2021-02-04 18:50:43+00:00,No,,35.083,-106.614
NM,Albuquerque,87108,Albuquerque Fire Station #20,,,7520 Corona Avenue NE,,,(800) 231-6145,No,2021-02-04 18:55:51+00:00,No,"Bernalillo, Valencia",35.18,-106.561
NM,RIO RANCHO,87124,Rio Rancho Fire Station 7,,,641 Rockaway Blvd NE,,,800.231.6145,No,2008-09-11 18:00:00+00:00,No,"Sandoval, Bernalillo and Cibola (not McKinley or Catron)",35.268,-106.644
NM,Santa Fe,87504,City of Santa Fe Fire Department Station # 1,,,200 Murales Road,,,800-231-6145,No,2021-02-04 18:59:56+00:00,No,"Santa Fe, Bernalillo, San Miguel, Rio Arriba, Taos (not San Juan or Torrance)",35.696,-105.934
NM,Farmington,87402,Farmington Fire Station #2,,,3800 English Rd,,,(800) 231-6145,No,2021-02-04 18:59:13+00:00,No,,36.764,-108.148
NY,Salt Point,12578,New York State Police - Troop K,,,2541 Route 44,,,845-677-7300,No,2021-10-29 14:41:24+00:00,No,,,
NY,Valatie,12184,Valatie Rescue Squad,Michael,Breen,35 NY-9H,,,518-309-8200,No,2019-11-12 19:05:36+00:00,No,,,
NY,Oswego,13126,Oswego County Child Care Council,Kyle,Boeckmann,317 West 1st Street,,,315-342-2344,No,2020-08-07 16:14:18+00:00,No,,,
NY,Latham,12110,New York State Police - Troop G,,,760 Troy Schenectady Road,,,518-783-3211,No,2021-10-29 14:29:21+00:00,No,ALBANY,,
NY,Rosedale,11422,NYC Department of Transportation Safety Programs,Maria,Cruz,Rosedale Municipal Parking Field,,,212-839-4750,No,2013-05-17 14:43:38+00:00,No,,,
NY,Batavia,14020,New York State Police - Troop A,,,4525 West Saile Dr,,,585-344-620,No,2021-11-08 14:16:11+00:00,No,,,
NY,Unadilla,13849,New York State Police - Troop C,,,State Route 7,,,607-561-7400,No,2021-10-29 14:37:21+00:00,No,DELAWARE,,
NY,Ray Brook,12977,New York State Police - Troop B,,,1097 State Rt 86,,,518-897-2000,No,2021-10-29 14:31:28+00:00,No,FRANKLIN,,
NY,Middletown,10941,New York State Police - Troop F,,,55 Crystal Run Road,,,585-398-4100,No,2021-10-29 14:26:28+00:00,No,,,
NY,Rensselaer,12144,Rensselaer City Police Department,Tony,Nagengast,201 Broadway,,,518-462-7515,No,2012-01-27 20:36:37+00:00,No,,32.748,-86.848
NY,Staten Island,10312,How-to-SAFETY,Alina,Lagoviyer,621 Arden Ave,,,347-674-3838,No,2014-09-16 13:01:20+00:00,No,,40.546,-74.18
NY,Brooklyn,11235,Baby Bodyguards LLC,Courtney,Ilarraza,1714 Shore Boulevard,,,718-332-0511,No,2011-07-29 17:39:55+00:00,No,Kings,40.581,-73.938
NY,Brooklyn,11210,The Baby's Den,Jay,Green,3015 Avenue J,jay@babysden.com,,(718) 676-1748,No,2015-02-06 14:36:00+00:00,No,,40.627,-73.946
NY,Brooklyn,11213,The Safest Seat,Chana,Lightstone,1715 President St,,,347-770-0109,No,2015-12-11 15:17:51+00:00,No,,40.667,-73.93
NY,WEST ISLIP,11795,GOOD SAMARITAN HOSPITAL,,,1000 MONTAUK HIGHWAY,,,631-376-4109,No,2007-09-05 15:05:00+00:00,No,SUFFOLK,40.696,-73.295
NY,RICHMOND HILL,11418,QUEENS SAFETY CITY,SAMANTHA,CARTER,107-02 MYRTLE AVE,,,718-805-4510,No,2007-09-05 15:05:00+00:00,No,QUEENS,40.702,-73.85
NY,HEMPSTEAD,11550,EDUCATION & ASSISTANCE CORPORATION,Angela,Brockmann,175 FULTON AVENUE,,,516-292-7362,No,2007-09-05 15:05:00+00:00,No,,40.708,-73.63
NY,Hempstead,11550,Town of Hempstead Department Public Safety,,,200 N Franklin St,,,"516-538-1900, x7709",No,2015-11-10 18:11:58+00:00,No,,40.713,-73.629
NY,Forest Hills,11424,EAC Safe Start,Mayra,Portillo,"H.B. Chevrolet, Inc.",mayra.portillo@eacinc.org,,516-292-7362,No,2010-07-22 12:49:00+00:00,No,Queens,40.723,-73.848
NY,Farmingdale,11735,New York State Police - Troop L,,,7140 Republic Airport,,,631-756-3300,No,2021-10-29 14:27:53+00:00,No,SUFFOLK,40.725,-73.42
NY,GARDEN CITY,11530,GARDEN CITY POLICE DEPARTMENT,,,349 STEWART AVENUE,,,516-465-4121,No,2007-09-05 15:05:00+00:00,No,NASSAU,40.726,-73.636
NY,New York,10014,The Car Seat Lady,Alisa,Baer,27 Carmine St,,,646-206-1918,No,2015-11-25 15:34:56+00:00,No,"New York,  Brooklyn, Queens",40.73,-74.003
NY,MINEOLA,11501,NASSAU COUNTY TRAFFIC SAFETY BOARD,CHRISTOPHER,MISTRON,100 COUNTY SEAT DRIVE,,,516.571.1893,No,2007-09-05 15:05:00+00:00,No,NASSAU,40.733,-73.634
NY,New Hyde Park,11040,NORTH SHORE -LIJ HEALTH SYSTEM,Jillian,Savino,269-01 76th Ave,,,718-470-7178,No,2017-06-07 15:08:40+00:00,No,NASSAU,40.753,-73.707
NY,Hicksville,11590,Department of Public Works - Education and Assistance Corp. (Safe Start),Angela,Brockmann,170 Cantiague Rock Rd,,,516-292-7362,No,2015-09-14 14:40:38+00:00,No,,40.77,-73.551
NY,Hicksville,11801,Nassau County Traffic Safety Board,Christopher,Mistron,170 Cantiague Rock Rd,,,516-571-9664,No,2018-01-28 21:17:09+00:00,No,,40.77,-73.551
NY,Bayside,11360,St. Marys Hospital for Children,Christine,Rogan,29-01 216th St,crogan@stmaryskids.org,,718-281-8571,No,2014-08-27 15:16:27+00:00,No,,40.777,-73.77
NY,GREAT NECK,11021,BIENER AUDI,GEORGE,MENGISOPOULOS,795 NORTHERN BLVD,,,516-382-0262,No,2007-09-05 15:05:00+00:00,No,NASSAU,40.784,-73.712
NY,Central Islip,11722,Education and Assistance Corporation,Angela,Brockmann,80 Wheeler Road,mayra.portillo@eacinc.org,,"631-648-7100, X210",No,2011-04-25 19:38:55+00:00,No,Suffolk,40.797,-73.208
NY,New York,10025,The Car Seat Lady,Emily,Levine,309 W 109th St,,,917-579-9397,No,2015-11-25 15:35:50+00:00,No,"New York, Bronx, Queens",40.804,-73.968
NY,Woodbury,11797,Strapped In Car Seat Safety,Brett,Solomon,13 Woodtree Dr,,,516-521-3696,No,2013-06-27 20:12:24+00:00,No,,40.81,-73.474
NY,Yaphank,11980,Suffolk County,Allison,Zacchino,200 Yaphank Ave,,,631-852-3273,Yes,2017-09-21 14:20:01+00:00,No,,40.811,-72.915
NY,Westhampton,11977,Suffolk County Sheriff's Office Substation,Arthur,Sanchez,Gabreski Airport,,,631-852-2650,No,2012-01-31 13:34:35+00:00,No,,40.816,-72.676
NY,Bronx,10451,Lincoln Medical and Mental Health Center,Adriane,Moses,234 East 149th Street,mosesad@nychhc.org,,718-579-5195,No,2007-12-17 13:30:00+00:00,No,,40.818,-73.924
NY,Quogue,11959,Village of Quogue Police Department,Kellie,Hanley,115 Jessup Avenue,,,631-653-4791,No,2012-01-31 13:37:10+00:00,No,,40.818,-72.609
NY,Bronx,10465,Bronx Safety City,Holly,Malone,837 Brush Ave,,,212-839-4750,No,2013-05-17 14:37:49+00:00,No,BRONX,40.824,-73.839
NY,Huntington Station,11746,Dix Hills Fire District,Glenn,Kaleita,115 E Deer Park Rd,,,www.dixhillsfd.org,No,2021-06-07 11:24:00+00:00,No,,40.825,-73.343
NY,Huntington,11743,George Fleites,,,16 Alyssum Ave,,,631-290-8666,No,2017-06-07 15:47:29+00:00,No,,40.83,-73.362
NY,Ronkonkoma,11779,Continental Car Care,Chris,Barba,654 Portion Rd,,,631-981-0101,No,2013-12-03 14:18:43+00:00,No,,40.832,-73.085
NY,New York,10032,NYC Department of Transportation Access Safety City,Andrea,Baskerville,672 W 158th St,,,212-839-4750,No,2013-05-17 14:41:38+00:00,No,NEW YORK,40.836,-73.948
NY,Farmingville,11738,Town of Brookhaven Division of Traffic Safety,Jon,Sullivan,1 Independence Hill,trafficsafety@brookhaven.org,,631-451-6480,No,2012-02-28 19:29:44+00:00,No,,40.844,-73.016
NY,Riverhead,11901,Suffolk County Sheriff's Office,Allison,Zachino,100 Center Drive,,,631-852-2651,No,2012-01-31 13:32:08+00:00,No,,40.913,-72.671
NY,Yonkers,10705,Yonkers Police Department Community Affairs Div,Matthew,Gulliver,36 Radford St,Matthew.Gulliver@ypd.yonkersny.gov,,914-377-7375,No,2014-08-25 19:38:51+00:00,No,,40.917,-73.894
NY,RIVERHEAD,11901,TOWN OF RIVERHEAD POLICE DEPT,DAVID,HEGERMILLER,210 HOWELL AVENUE,,,631-727-4500 EXT 335,No,2007-09-05 15:05:00+00:00,No,SUFFOLK,40.922,-72.654
NY,LARCHMONT,10538,LARCHMONT POLICE DEPT,Rocco,Greco,120 LARCHMONT AVENUE,,,914-834-1000,No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,40.928,-73.752
NY,WAINSCOTT,11975,EAST HAMPTON TOWN POLICE DEPT,TONY,VARGAS,131 WAINSCOTT NORTHWEST ROAD,,,631-537-7575,No,2007-09-05 15:05:00+00:00,No,SUFFOLK,40.95,-72.248
NY,Eastchester,10709,EASTCHESTER POLICE DEPT,Richard,Natoli,40 Mill Rd,,,(914) 961-3464 Opt 7,No,2017-02-07 14:37:42+00:00,No,WESTCHESTER,40.956,-73.811
NY,EAST HAMPTON,11937,SOUTH FORK COMMUNITY HEALTH INITIATIVE,Darlene,Mercieca,200 PANTIGO PLACE,,,631-831-0022,No,2007-09-05 15:05:00+00:00,No,SUFFOLK,40.969,-72.169
NY,RYE,10580,CITY OF RYE POLICE DEPT,Robert,Vogel,21 MCCULLOUGH PLACE,,,914-967-1234,No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,40.985,-73.683
NY,East Hampton,11937,Village of East Hampton Police Department,Matthew,Morgan,1 Cedar Street,,,631-324-0777,No,2012-01-31 13:35:48+00:00,No,,41.003,-72.167
NY,ARDSLEY,10502,VILLAGE OF ARDSLEY POLICE DEPT,ANTHONY,VACCA,507 ASHFORD AVENUE,,,914-693-1700,No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,41.012,-73.846
NY,Dobbs Ferry,10522,Village of Dobbs Ferry Police Department,Kevin,McGovern,112 Main Street,,,914-693-5500,No,2012-01-31 14:40:26+00:00,No,,41.013,-73.878
NY,PECONIC,11958,SOUTHOLD POLICE DEPT,HENRY,SANTACROCE,41405 ROUTE 25,,,631-765-2600,No,2007-09-05 15:05:00+00:00,No,SUFFOLK,41.039,-72.457
NY,Irvington,10533,Villeage of Irvington Police Department,Steven,Delli Colli,85 Main St,,,914-591-8080,No,2013-07-08 18:05:35+00:00,No,,41.04,-73.872
NY,WHITE PLAINS,10607,FAIRVIEW FIRE DEPARTMENT,Howard,Reiss,19 ROSEMONT BLVD,,,914-949-2828,No,2020-11-13 15:34:18+00:00,No,WESTCHESTER,41.043,-73.793
NY,ORANGEBURG,10962,ORANGETOWN POLICE DEPT,,,26 W Orangeburg Rd,,,845-359-3700 EXT 110,No,2015-11-25 15:45:29+00:00,No,ROCKLAND,41.047,-73.956
NY,White Plains,10603,GREENBURGH POLICE Department,PETER,DANDEANO,177 Hillside Ave,pdandreano@greenburghny.com,,914-682-5334,No,2013-06-27 11:29:14+00:00,No,WESTCHESTER,41.047,-73.79
NY,VALHALLA,10595,WESTCHESTER SAFE KIDS/BLYTHEDALE CHILDREN,SUE,LARKIN,95 BRADHURST AVENUE,,,"914-592-7138, X647",No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,41.076,-73.8
NY,SOUTH NYACK,10960,SOUTH NYACK- GRAND VIEW POLICE DEPT,ANDREW,YOUNG,282 SOUTH BROADWAY,,,845-358-0206 EXT 55,No,2007-09-05 15:05:00+00:00,No,ROCKLAND,41.082,-73.921
NY,Hawthorne,10532,Mount Pleasant Police Department,Michael,Pierce,Brady Avenue,,,914-769-1941,No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,41.099,-73.794
NY,Hawthorne,10532,Westchester County Department of Public Safety,Ellen,Chadwick,1 Saw Mill River Parkway,,,914-864-7671,No,2012-01-31 14:37:39+00:00,No,,41.108,-73.806
NY,Bardonia,10954,Clarkstown Police Department,Brian,Gorsky,11 Renee Lane,b.gorsky@clarkstown.org,,"845-708-9258, X4081",No,2012-01-31 13:03:55+00:00,No,,41.109,-73.997
NY,SUFFERN,10901,VILLAGE OF SUFFERN POLICE DEPT,CLARKE,OSBORN,61 WASHINGTON AVENUE,,,845-357-2300,No,2007-09-05 15:05:00+00:00,No,ROCKLAND,41.114,-74.15
NY,Armonk,10504,NORTH CASTLE POLICE DEPT,Pasquale,De Benedicts,15 Bedford Rd,,,914-273-9500,No,2017-08-28 15:07:49+00:00,No,WESTCHESTER,41.123,-73.714
NY,New City,10956,CLARKSTOWN POLICE DEPT,BRIAN,GORSKY,20 Maple Ave,bgorsky@clarkstown.org,,"845-639-9580, X5",No,2013-06-27 12:37:58+00:00,No,ROCKLAND,41.146,-73.988
NY,New City,10956,Rockland County Sheriff,Albert,Brunner,55 New Hempstead Rd,brunner@rcpin.net,,845-638-5467,No,2013-06-27 11:25:03+00:00,No,ROCKLAND,41.148,-73.994
NY,CHAPPAQUA,10514,NEW CASTLE POLICE DEPT,MICHAEL,SKELLY,200 SOUTH GREELEY AVENUE,,,914-238-4422,No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,41.155,-73.776
NY,GARNERVILLE,10923,HAVERSTRAW TOWN POLICE DEPT,Manfredo,Figueroa,101 W Ramapo Rd,,,"845-354-1500, X244",No,2013-06-27 20:17:04+00:00,No,ROCKLAND,41.194,-74.012
NY,POUND RIDGE,10576,POUND RIDGE POLICE DEPT,DAVID,RYAN,177 WESTCHESTER AVENUE,,,914-764-4206,No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,41.198,-73.569
NY,CROTON ON HUDSON,10520,CROTON ON HUDSON POLICE DEPT,DARIA,MURTAGH,1 VAN WYCK STREET,,,914-271-5177,No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,41.208,-73.888
NY,Bedford Hills,10507,Bedford Police Department,Patricia,McGraw,650 Bedford Rd,pmcgraw@bedfordny.gov,,914-241-3111,No,2014-08-27 15:11:52+00:00,No,WESTCHESTER,41.227,-73.713
NY,BEDFORD HILLS,10507,ADZAM AUTO SALES,,,519 BEDFORD ROAD,,,914-241-2000,No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,41.231,-73.71
NY,Belmont,14813,NEW YORK STATE POLICE,,Feroleto,5591 ROUTE 19,,,585-268-9030,No,2007-09-05 15:05:00+00:00,No,ALLEGANY,41.268,-74.455
NY,Warwick,10990,Town of Warwick Police Department,,,132 Kings Highway,,,845-986-3423,No,2012-01-27 20:17:48+00:00,No,,41.269,-74.334
NY,PEEKSKILL,10566,CITY OF PEEKSKILL POLICE DEPT,Sean,Echols,Community Policing Unit,,,914-737-8000,No,2007-09-05 15:05:00+00:00,No,WESTCHESTER,41.288,-73.922
NY,Monroe,10950,Village of Monroe Police Department,Douglas,Krauss,104 Stage Rd,dkrauss@monroepd.org,,845-782-8644,No,2013-06-28 16:24:40+00:00,No,,41.327,-74.187
NY,Chester,10918,Town of Chester Police Department,Lee,Weinstein,1786 Kings Hwy,,,"845-469-7000, X368",No,2013-10-25 11:19:55+00:00,No,Orange,41.34,-74.275
NY,HIGHLAND FALLS,10928,VILLAGE OF HIGHLAND FALLS POLICE DEPT,DOUGLAS,LAPERCHE,301 MAIN STREET,,,845-446-4911,No,2007-09-05 15:05:00+00:00,No,ORANGE,41.37,-73.965
NY,MAHOPAC,10541,TOWN OF CARMEL POLICE DEPT,ROBERT,BEHAN,60 MCALPIN AVENUE,,,845-628-1300,No,2007-09-05 15:05:00+00:00,No,PUTNAM,41.377,-73.724
NY,Goshen,10924,Village of Goshen Police Department,Ryan,Rich,1 Grand St,,,845-294-7988,No,2014-08-22 17:19:01+00:00,No,,41.402,-74.326
NY,Goshen,10924,Orange County Traffic Safety Program,John,Jones,22 Wells Farm Rd,,,845-615-0559,No,2013-06-27 12:02:46+00:00,No,,41.409,-74.357
NY,COLD SPRING,10516,COLD SPRING POLICE DEPARTMENT,George,Cane,83 MAIN STREET,,,845-265-3407,No,2007-09-05 15:05:00+00:00,No,PUTNAM,41.418,-73.958
NY,Carmel,10512,PUTNAM COUNTY SHERIFF,Michael,Schmidt,3 County Center,,,845-225-4300 X42385,No,2015-09-21 17:29:42+00:00,No,PUTNAM,41.424,-73.677
NY,Middletown,10940,City of Middletown Police Department,Neil,Kassel,2 James Street,,,845-346-4032,No,2012-01-27 16:19:01+00:00,No,,41.445,-74.422
NY,Carmel,10512,TOWN OF KENT POLICE DEPT,Tara,Flynn,40 Sybils Crossing,tflynn@townofkentny.gov,,845-225-4600,No,2013-07-26 15:25:03+00:00,No,PUTNAM,41.479,-73.671
NY,NEWBURGH,12550,CITY OF NEWBURGH POLICE DEPARTMENT,MIKE,PITT,55 BROADWAY,,,845-561-3131,No,2007-09-05 15:05:00+00:00,No,ORANGE,41.499,-74.009
NY,BEACON,12508,CITY OF BEACON POLICE DEPARTMENT,C.,Alencastro,1 MUNICIPAL PLAZA,,,845-831-4111,No,2013-07-25 19:46:53+00:00,No,DUTCHESS,41.508,-73.978
NY,FISHKILL,12524,TOWN OF FISHKILL POLICE DEPARTMENT,FLORENCE,BURKE,801 ROUTE 52,,,845-831-1110,No,2007-09-05 15:05:00+00:00,No,DUTCHESS,41.526,-73.922
NY,Walden,12586,Walden Police Department,Roy,Werner,One Municipal Square,,,845-778-5595,No,2012-01-27 16:39:07+00:00,No,,41.56,-74.189
NY,Pine Bush,12566,Town of Crawford Police Department,Paul,Zavadil,121 RT-302,pzavadil@townofcrawford.org,,845-744-3300,No,2013-07-19 16:12:16+00:00,No,,41.603,-74.305
NY,Wappingers Falls,12590,NEW HACKENSACK FIRE DISTRICT,Anthony,Marquez,217 Myers Corners Rd,,,845-297-3897,No,2018-11-05 19:23:18+00:00,No,,41.607,-73.871
NY,Poughquag,12570,Beekman Fire District,Jim,Papa,316 Beekman Poughquag Rd,,,845-270-9133,No,2013-07-25 19:48:46+00:00,No,Dutchess,41.611,-73.684
NY,Milton,12547,Marlborough Town Police Department,Curt,Fulton,1650 US-9W,,,845-795-2181,No,2013-06-27 12:34:05+00:00,No,,41.637,-73.963
NY,LaGrangeville,12540,Health Quest,Jim,Papa,"1351 Route 55, Suite 200",jpapa@health-quest.org,,845-474-9746,No,2011-06-22 18:37:26+00:00,No,,41.672,-73.779
NY,Poughkeepsie,12601,City of Poughkeepsie Police Department,William,Badner,505 Main St,,,"845-853-7422, X4412",No,2013-07-25 19:43:59+00:00,No,,41.701,-73.919
NY,POUGHKEEPSIE,12603,Town OF POUGHKEEPSIE POLICE DEPARTMENT,Todd,Jicha,19 Tucker Drive,,,845-485-3680,No,2007-09-05 15:05:00+00:00,No,,41.706,-73.929
NY,Poughkeepsie,12601,DUTCHESS COUNTY SHERIFF,K.,Holder,150 N Hamilton St,,,845-486-3800,No,2014-08-27 15:08:37+00:00,No,DUTCHESS,41.711,-73.921
